CUPS;Fecha;Hora;Consumo_KWh;Metodo_obtencion
ESXXXXXXXXXXXXXXXXXXXX;08/06/2023;17;0.354;R
ESXXXXXXXXXXXXXXXXXXXX;08/06/2023;18;0.495;R
ESXXXXXXXXXXXXXXXXXXXX;08/06/2023;19;0.476;R
ESXXXXXXXXXXXXXXXXXXXX;08/06/2023;20;0.369;R
ESXXXXXXXXXXXXXXXXXXXX;08/06/2023;21;0.444;R
ESXXXXXXXXXXXXXXXXXXXX;08/06/2023;22;0.446;R
ESXXXXXXXXXXXXXXXXXXXX;08/06/2023;23;0.242;R
ESXXXXXXXXXXXXXXXXXXXX;08/06/2023;24;0.186;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;1;0.194;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;2;0.33;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;3;0.042;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;4;0.374;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;5;0.401;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;6;0.483;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;7;0.49;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;8;0.35;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;9;0.342;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;10;0.197;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;11;0.142;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;12;0.253;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;13;0.087;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;14;0.416;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;15;0.332;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;16;0.115;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;17;0.1;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;18;0.072;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;19;0.275;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;20;0.232;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;21;0.049;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;22;0.458;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;23;0.316;R
ESXXXXXXXXXXXXXXXXXXXX;09/06/2023;24;0.363;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;1;0.172;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;2;0.275;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;3;0.193;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;4;0.319;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;5;0.243;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;6;0.268;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;7;0.211;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;8;0.183;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;9;0.263;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;10;0.248;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;11;0.21;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;12;0.493;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;13;0.325;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;14;0.175;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;15;0.443;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;16;0.497;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;17;0.212;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;18;0.412;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;19;0.036;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;20;0.083;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;21;0.466;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;22;0.435;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;23;0.299;R
ESXXXXXXXXXXXXXXXXXXXX;10/06/2023;24;0.446;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;1;0.331;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;2;0.469;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;3;0.219;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;4;0.233;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;5;0.424;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;6;0.479;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;7;0.039;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;8;0.04;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;9;0.046;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;10;0.15;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;11;0.052;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;12;0.289;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;13;0.153;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;14;0.062;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;15;0.06;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;16;0.379;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;17;0.412;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;18;0.24;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;19;0.14;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;20;0.256;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;21;0.175;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;22;0.339;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;23;0.165;R
ESXXXXXXXXXXXXXXXXXXXX;11/06/2023;24;0.196;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;1;0.449;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;2;0.196;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;3;0.272;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;4;0.484;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;5;0.04;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;6;0.239;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;7;0.038;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;8;0.463;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;9;0.145;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;10;0.209;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;11;0.162;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;12;0.2;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;13;0.148;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;14;0.062;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;15;0.409;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;16;0.498;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;17;0.087;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;18;0.152;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;19;0.023;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;20;0.375;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;21;0.461;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;22;0.308;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;23;0.428;R
ESXXXXXXXXXXXXXXXXXXXX;12/06/2023;24;0.275;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;1;0.399;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;2;0.313;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;3;0.189;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;4;0.106;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;5;0.399;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;6;0.499;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;7;0.027;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;8;0.021;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;9;0.497;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;10;0.146;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;11;0.175;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;12;0.076;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;13;0.219;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;14;0.02;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;15;0.299;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;16;0.051;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;17;0.238;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;18;0.34;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;19;0.047;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;20;0.283;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;21;0.471;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;22;0.229;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;23;0.279;R
ESXXXXXXXXXXXXXXXXXXXX;13/06/2023;24;0.333;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;1;0.057;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;2;0.341;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;3;0.227;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;4;0.363;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;5;0.06;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;6;0.289;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;7;0.212;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;8;0.311;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;9;0.344;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;10;0.153;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;11;0.26;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;12;0.125;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;13;0.11;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;14;0.229;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;15;0.412;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;16;0.468;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;17;0.271;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;18;0.49;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;19;0.062;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;20;0.155;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;21;0.075;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;22;0.27;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;23;0.239;R
ESXXXXXXXXXXXXXXXXXXXX;14/06/2023;24;0.299;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;1;0.049;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;2;0.134;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;3;0.422;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;4;0.343;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;5;0.366;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;6;0.38;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;7;0.25;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;8;0.113;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;9;0.1;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;10;0.047;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;11;0.071;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;12;0.138;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;13;0.412;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;14;0.351;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;15;0.488;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;16;0.446;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;17;0.272;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;18;0.25;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;19;0.251;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;20;0.235;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;21;0.209;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;22;0.486;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;23;0.263;R
ESXXXXXXXXXXXXXXXXXXXX;15/06/2023;24;0.21;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;1;0.335;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;2;0.152;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;3;0.09;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;4;0.347;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;5;0.217;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;6;0.291;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;7;0.333;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;8;0.156;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;9;0.37;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;10;0.098;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;11;0.387;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;12;0.212;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;13;0.026;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;14;0.242;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;15;0.022;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;16;0.174;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;17;0.39;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;18;0.459;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;19;0.181;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;20;0.435;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;21;0.095;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;22;0.144;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;23;0.187;R
ESXXXXXXXXXXXXXXXXXXXX;16/06/2023;24;0.03;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;1;0.371;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;2;0.495;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;3;0.37;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;4;0.455;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;5;0.114;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;6;0.426;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;7;0.072;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;8;0.446;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;9;0.129;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;10;0.346;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;11;0.285;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;12;0.174;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;13;0.125;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;14;0.088;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;15;0.34;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;16;0.353;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;17;0.052;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;18;0.161;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;19;0.185;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;20;0.341;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;21;0.386;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;22;0.428;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;23;0.282;R
ESXXXXXXXXXXXXXXXXXXXX;17/06/2023;24;0.405;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;1;0.233;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;2;0.495;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;3;0.321;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;4;0.224;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;5;0.059;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;6;0.289;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;7;0.259;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;8;0.149;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;9;0.176;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;10;0.23;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;11;0.353;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;12;0.292;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;13;0.343;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;14;0.473;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;15;0.21;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;16;0.369;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;17;0.115;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;18;0.305;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;19;0.492;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;20;0.489;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;21;0.386;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;22;0.489;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;23;0.272;R
ESXXXXXXXXXXXXXXXXXXXX;18/06/2023;24;0.252;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;1;0.17;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;2;0.252;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;3;0.206;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;4;0.141;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;5;0.448;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;6;0.452;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;7;0.288;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;8;0.137;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;9;0.358;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;10;0.076;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;11;0.193;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;12;0.425;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;13;0.417;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;14;0.381;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;15;0.089;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;16;0.188;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;17;0.102;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;18;0.325;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;19;0.248;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;20;0.419;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;21;0.458;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;22;0.199;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;23;0.47;R
ESXXXXXXXXXXXXXXXXXXXX;19/06/2023;24;0.424;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;1;0.379;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;2;0.271;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;3;0.05;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;4;0.262;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;5;0.433;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;6;0.178;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;7;0.277;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;8;0.271;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;9;0.079;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;10;0.481;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;11;0.256;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;12;0.146;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;13;0.307;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;14;0.191;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;15;0.248;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;16;0.422;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;17;0.12;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;18;0.466;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;19;0.029;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;20;0.232;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;21;0.09;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;22;0.116;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;23;0.055;R
ESXXXXXXXXXXXXXXXXXXXX;20/06/2023;24;0.244;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;1;0.33;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;2;0.449;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;3;0.395;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;4;0.33;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;5;0.488;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;6;0.364;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;7;0.415;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;8;0.386;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;9;0.41;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;10;0.375;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;11;0.418;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;12;0.252;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;13;0.364;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;14;0.311;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;15;0.493;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;16;0.13;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;17;0.437;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;18;0.072;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;19;0.066;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;20;0.44;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;21;0.038;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;22;0.205;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;23;0.187;R
ESXXXXXXXXXXXXXXXXXXXX;21/06/2023;24;0.022;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;1;0.317;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;2;0.107;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;3;0.247;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;4;0.164;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;5;0.425;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;6;0.167;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;7;0.418;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;8;0.052;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;9;0.386;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;10;0.107;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;11;0.497;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;12;0.145;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;13;0.386;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;14;0.305;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;15;0.365;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;16;0.487;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;17;0.419;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;18;0.148;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;19;0.403;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;20;0.133;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;21;0.497;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;22;0.047;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;23;0.054;R
ESXXXXXXXXXXXXXXXXXXXX;22/06/2023;24;0.277;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;1;0.337;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;2;0.107;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;3;0.341;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;4;0.144;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;5;0.176;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;6;0.228;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;7;0.08;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;8;0.366;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;9;0.057;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;10;0.086;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;11;0.078;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;12;0.04;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;13;0.107;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;14;0.35;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;15;0.155;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;16;0.233;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;17;0.304;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;18;0.169;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;19;0.174;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;20;0.09;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;21;0.423;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;22;0.321;R
ESXXXXXXXXXXXXXXXXXXXX;23/06/2023;23;0.214;R
